Name,Review_Count,Rating,Prices,Description,Ingredients,Cal,Nutrition,url
Tesco Dog Poop Bags 75'S,(24),2,1.65,75 dog poop bags,"Produced in Thailand, Packed in Thailand",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/279626921
Tesco Lightweight Cat Litter 10 Litres,(167),4.3,1.79,Developed to be lightweight and absorbent,Store upright in a cool place    ,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/262681114
Whiskas Senior Fisherman Choice In Jelly 12X100g,No ratings yet,Nan,2.99,Complete Wet Pet Food for Senior Cats.,12 x 100g ℮,Nan,"Protein:8.5Fat content:4.5Inorganic matter:1.8Crude fibre:0.30Moisture:84.5Calcium: 0.32Phosphorus:0.22Vitamin B1:29.4 mgVitamin B2:1.5 mgVitamin B6:4.9 mgVitamin E:19.6 mgCopper (Copper(II) sulphate pentahydrate):1.3 mgIodine (Calcium iodate, anhydrous):0.29 mgIron (Iron(II) sulphate monohydrate):14.7 mgManganese (Manganous sulphate, monohydrate):2.9 mgZinc (Zinc sulphate, mono",https://www.tesco.com/groceries/en-GB/products/263383477
Tesco Catcuts In Jelly Selection 12X400g,(4),4.5,5.00,A complete pet food for adult cats aged 1-7 years.,"Composition:with beefMeat and Animal Derivatives (40%, including 4% Beef), Fish and Fish Derivatives, Minerals, Derivatives of Vegetable Origin, Oils and Fats, Various Sugars.with salmonMeat and Animal Derivatives (38%), Fish and Fish Derivatives (4% Salmon), Minerals, Derivatives of Vegetable Origin, Oils and Fats, Various Sugars.with chickenMeat and Animal Derivatives (38%, including 4% Chicken), Fish and Fish Derivatives, Minerals, Derivatives of Vegetable Origin, Oils and Fats, Various Sugars.with lambMeat and Animal Derivatives (38%, including 4% Lamb), Fish and Fish Derivatives, Minerals, Derivatives of Vegetable Origin, Oils and Fats, Various Sugars.​​​​​​Additives: Nutritional Additives per Kg: Vitamin A 1260 IU, Vitamin D3 63 IU, Vitamin E 17 mg, Iron (Ferrous Sulphate Monohydrate) 9 mg, Iodine (Calcium Iodate Anhydrous) 0.2 mg, Manganese (Manganous Sulphate Monohydrate) 2 mg, Zinc (Zinc Sulphate Monohydrate) 9 mg, Taurine 435 mg.Technological Additives per Kg: Cassia Gum 2.3g. Analytical ConstituentsProtein 7.5%Crude fibre 0.5%Fat content 4.5%Inorganic matter 3.0%Moisture 82.5%Calcium 0.4%Omega 6 0.8%Calories 80kcal per 100g",Nan,,https://www.tesco.com/groceries/en-GB/products/274775671
Gourmet Mon Petit Fish Selection 6X50g,(76),4.8,1.60,Come and meet me on my very own website www.gourmet-cat.co.uk,"Keep pet food in a cool and dry place.Best before date, registration and batch number: see coding on side of pack.",Nan,Moisture:81.5%Protein:12.0%Fat content:2.8%Crude ash:1.6%Crude fibres:0.05%Nutritional additives:IU/kg:Vit. A:640Vit. D3:98-mg/kg:Ferrous sulphate monohydrate:22.5Calcium iodate anhydrous:0.28Cupri,https://www.tesco.com/groceries/en-GB/products/284044093
Tesco Bird Food Sunflower Hearts 700G,(4),4.5,1.75,A Complementary feed for Wild Birds,Composition: Sunflower Seed Hearts.,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/284998737
Tesco Wild Bird Coconut Feeder,(7),3.9,1.00,A Complementary feed for Wild Birds,"INGREDIENTS: Beef Tallow, Wheat Flour, Wheat, Red Dari, Maize, Sunflower Seeds, Millet, Peas.",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/304396964
Tesco Wild Bird Suet Balls 8 Pack,(14),3.9,1.25,A Compound feed for Wild Birds,"Composition: Cereals, Oils and Fats, seeds, minerals",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/284998023
Chappie Favourites 6 X 412G,(4),5,4.50,Complete & Balanced Adult Dog Food,"Best before date: see side. Batch number, Factory Identification Number: see individual pack.",Nan,Protein:6Fat content:3.8Inorganic matter:1.6Crude fibres:0.8Moisture:71Calcium:0.39Phosphorus:0.27Vitamin A:7805 IUVitamin D3:161 IUCalcium iodate anhydrous:1.2 mgCupric sulphate pentahydrate:8.6 mgIron (II) sul,https://www.tesco.com/groceries/en-GB/products/263551745
Tesco Wild Bird Mix 1Kg,(1),5,1.25,A complementary feed for Wild Birds,"INGREDIENTS: Wheat, Red Dari, Maize, Sunflower Seeds, Peas, Millet.",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/284997715
Bakers Allsorts Pack 98G,(41),5,0.95,Complementary Pet Food for Adult Dogs,"Meat and Animal Derivatives (15%)*, Cereals, Vegetable Protein Extracts, Glycerol, Various Sugars, Oils and Fats, Minerals, *Equivalent to 30% Rehydrated Meat and Animal Derivatives, with 0.5% Chicken, 0.5% Lamb and 0.5% Beef",Nan,Protein28.0%Fat content7.0%Crude ash6.0%Crude fibres0.5%Moisture24.0%Omega-3 Fatty Acids0.1%Omega-6 Fatty Acids1.6%Nutritional additives:IU/kg:Vi. A:9500Vit. D3:640Vit. E:70-mg/kg:Vitamin B group:61Calcium iodate anhydrous:(I: 1.5)Manganous sulphate monohy,https://www.tesco.com/groceries/en-GB/products/284355934
Webbox Lick-E-Lix Chicken 5X15g,(7),5,1.00,Why not get social with us?,"Meat and Animal Derivatives (30% of which Chicken 4%), Derivatives of Vegetable Origin, Milk and Milk Derivatives, Oils and Fats",Nan,,https://www.tesco.com/groceries/en-GB/products/272409717
Tesco 7 Dental Sticks Medium Dog 180G,(2),5,0.90,A complementary pet food for dogs,"COMPOSITION:Cereals, Meat and animal derivatives, Derivatives Of Vegetable Origin, Vegetable Protein Extracts, Minerals (1% Pumice).ADDITIVES:Preservatives.  Nutritional Additives per Kg: Vitamin A 5000 IU, Vitamin D3 500 IU, Vitamin E 40 mg, Copper as copper (II) sulphate pentahydrate 12 mg.  Sensory Additives : Flavouring ( smoke oil 0.7%)ANALYTICAL CONSTITUENTSMoisture 19%, Crude Protein 18%, Fat content 3%, Inorganic matter 6%, Crude Fibres 2%",Nan,,https://www.tesco.com/groceries/en-GB/products/255261259
Tesco Meaty Strips For Dogs Chicken 200G,(5),4.6,1.00,A complementary pet food for dogs," COMPOSITION:Meat And Animal Derivatives (41%, 14% Chicken), Cereals, Derivatives Of Vegetable Origin, Minerals, Oils and fats (0.1% omega 3 oil powder)ADDITIVES:  Colourants, Preservatives.  Nutritional additives per kg.  Vitamin A 5000 IU, Vitamn D3 500, Vitamin E 40 mg, Copper as copper(II) sulphate pentahydrate 12 mg    ",Nan,,https://www.tesco.com/groceries/en-GB/products/255193126
Good Boy Antibacterial Degradable Poo Bags X 100,(29),1.7,1.00,"Good Boy Degradable Poo Bags are a great way of cleaning up after your dog, allowing quick, easy and hygienic disposal. The pleasant vanilla fragrance helps to neutralise odours. These bags are specially designed to degrade after disposal. Always ensure you dispose of dog waste carefully and responsibly and wash your hands after use.",100 x Poo Bags,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/302663339
Webbox Lick-E-Lix Salmon 5X15g,(4),5,1.00,Why not get social with us?,"Meat and Animal Derivatives (26%), Fish and Fish Derivatives (Salmon 4%), Derivatives of Vegetable Origin, Milk and Milk Derivatives, Oils and Fats",Nan,,https://www.tesco.com/groceries/en-GB/products/272409775
Tesco Meaty Strips Rich In Beef 200G,(1),5,1.00,A complementary pet food for dogs,"OMPOSITION:Meat And Animal Derivatives (40%, 14% Beef), Cereals, Derivatives Of Vegetable Origin, Minerals, Oils and fats (0.1% omega 3 oil powder)ADDITIVES:  Colourants, Preservatives.  Nutritional additives per kg.  Vitamin A 5000 IU, Vitamn D3 500, Vitamin E 40 mg, Copper as copper(II) sulphate pentahydrate 12 mg   ",Nan,,https://www.tesco.com/groceries/en-GB/products/278755677
Tesco Cuts In Gravy Senior Selection 12 X 100G,(5),5,2.25,A complete pet food for senior cats aged 7 + Years.,"Composition:With Haddock in GravyMeat and Animal Derivatives (37%), Fish and Fish Derivatives (4% Haddock), Derivatives of Vegetable Origin, Minerals, Various Sugars, Oils and Fats.With Lamb in GravyMeat and Animal Derivatives (42%, including 4% Lamb), Derivatives of Vegetable Origin, Minerals, Various Sugars, Oils and Fats.With Chicken in GravyMeat and Animal Derivatives (42%, including 4% Chicken), Derivatives of Vegetable Origin, Minerals, Various Sugars, Oils and Fats.With Salmon in GravyMeat and Animal Derivatives (37%), Fish and Fish Derivatives (4% Salmon), Derivatives of Vegetable Origin, Minerals, Various Sugars, Oils and Fats.Additives (for all varieties):Nutritional Additives per Kg: Vitamin D3 100 IU, Iodine (Calcium Iodate Anhydrous) 0.5 mg, Zinc (Zinc Sulphate Monohydrate) 14 mg, Taurine 450mg.Analytical Constituents (for all varieties):Protein            8.5%Crude fibre   0.5%Fat content     5.5%Inorganic matter     2.0%Moisture        82.0%Calcium         0.3%Omega 6       1.0%Calories    86 per 100g",Nan,,https://www.tesco.com/groceries/en-GB/products/274371837
Tesco Adult Dry Cat Food With Chicken 3Kg,(23),4.3,3.00,A complete dry pet food for adult cats aged 1-7 years.,"Composition:Cereals, Meat and Animal Derivatives (30% including 4% chicken in the brown 3-leg kibble*), Vegetable Protein Extracts, Derivatives of Vegetable Origin, Oils and Fats, Minerals, Fish and Fish Derivatives, Vegetables (4% peas in the brown 3-leg kibble*), Yeasts.*Brown 3-leg kibble: typically 25% of product Additives: Colourants, Preservatives, Antioxidants.Nutritional Additives per Kg: Vitamin A  24, 000 IU, Vitamin D3  1, 200 IU, Vitamin E  150mg, Taurine  1, 000mg, Iodine (Calcium Iodate Anhydrous): 5mg, Selenium (Sodium Selenite): 0.1mg, Copper (Copper (II) Sulphate Pentahydrate): 8mg, Iron (Iron (II) Sulphate Monohydrate): 60mg, Manganese (Manganese (II) Oxide): 50mg, Zinc (Zinc Oxide): 60mg. Analytical constituents:Protein 30.0%Crude fibre 2.0%Fat content 10.0%Inorganic matter 9.5%Omega 6  2.0%Calcium 2.2%Calories  354 per 100g",Nan,,https://www.tesco.com/groceries/en-GB/products/291159154
Bakers Sizzlers Dog Treats Bacon 90G,(3),4.7,0.95,Complementary Pet Food for Adult Dogs,"Cereals, Glycerol, Meat and Animal Derivatives (11%)*, Vegetable Protein Extracts, Various Sugars, Oils and Fats, Minerals, Milk and Milk Derivatives, *Equivalent to 23% Re-Hydrated Meat and Animal Derivatives",Nan,Protein15.2%Fat content5.9%Crude ash3.9%Crude fibres0.9%Moisture24.0%Omega-3 Fatty Acids0.09%Omega-6 Fatty Acids1.6%Nutritional additives:IU/kg:Vit. A:10 000Vit. D3:680Vit. E:74-mg/kg:Vitamin B group:65Calcium iodate anhydrous:(I: 1.6)Manganous sulphate monohydrate:(Mn: 4.8)Zinc sulphate monohydrate:(Zn:,https://www.tesco.com/groceries/en-GB/products/303837409
Tesco 7 Dental Sticks Smaller Dogs 110G,No ratings yet,Nan,0.80,A complementary pet food for dogs,"COMPOSITIONCereals, Meat and animal derivatives, Derivatives Of Vegetable Origin, Vegetable Protein Extracts, Minerals (1% Pumice).ADDITIVESPreservatives.  Nutritional additives per Kg: Vitamin A 5000 IU, Vitamin D3 500 IU, Vitamin E 40 mg, Copper as copper (II) sulphate pentahydrate 12 mg.  Sensory Additives:Flavouring ( smoke oil 0.7%)ANALYTICAL CONSTITUENTS (%)Moisture 19, Crude Protein 18, Fat content 3, Inorganic matter 6, Crude Fibres 2.",Nan,,https://www.tesco.com/groceries/en-GB/products/273668212
Tesco Cat Pouches Cuts In Gravy Select 12X100g,(5),3.2,2.25,A complete pet food for adult cats aged 1 - 7 Years,"Composition:With Duck in GravyMeat and Animal Derivatives (42%, including 4% Duck), Derivatives of Vegetable Origin (0.08% Chicory), Minerals, Various Sugars, Oils and Fats.With Chicken in GravyMeat and Animal Derivatives (42%, including 4% Chicken), Derivatives of Vegetable Origin (0.08% Chicory), Minerals, Various Sugars, Oils and Fats, With Beef in GravyMeat and Animal Derivatives (42%, including 4% Beef), Derivatives of Vegetable Origin (0.08% Chicory), Minerals, Various Sugars, Oils and Fats.With Lamb in GravyMeat and Animal Derivatives (42%, including 4% Lamb), Derivatives of Vegetable Origin(0.08% Chicory), Minerals, Various Sugars, Oils and Fats. Additives (for all varieties):Nutritional Additives per Kg: Vitamin D3 100 IU, Iodine (Calcium Iodate Anhydrous) 0.5 mg, Zinc (Zinc Sulphate Monohydrate) 14 mg, Taurine 450mg.Analytical Constituents (for all varieties):Protein    8.0%Crude fibre    0.5%Fat content    6.0%Inorganic matter    2.0%Moisture    82.0%Calcium    0.3%Omega 6    1.0%Calories     88 per 100g",Nan,,https://www.tesco.com/groceries/en-GB/products/274818535
Tesco 7 Dental Sticks For Large Dogs 270G,(5),4.8,1.00,A complementary pet food for dogs,"COMPOSITION:Cereals, Meat and animal derivatives, Derivatives of Vegetable Origin, Vegetable Protein Extracts, Minerals (1% Pumice).ADDITIVES: Preservatives.  Nutritional Additives per Kg: Vitamin A 5000 IU, Vitamin D3 500 IU, Vitamin E 40 mg, Copper  as copper (II) sulphate pentahydrate 12 mg. Sensory Additives:Flavouring ( smoke oil 0.7%)ANALYTICAL CONSTITUENTSMoisture 19%, Crude Protein 18%, Fat content 3%, Inorganic matter 6%, Crude Fibres 2%.",Nan,,https://www.tesco.com/groceries/en-GB/products/273674763
Tesco Cat Sticks Treats Chicken & Liver 30G,(2),5,0.80,A complementary pet food for cats,"ICOMPOSITIONMeat and Animal Derivatives (95%, 40% chicken, 20% Liver), Minerals, Yeasts.ADDITIVESPreservatives. Nutritional Additives: Vitamin A 5000 IU/kg, Vitamin D3 500 IU/kg, Vitamin E 5mg/kg, Taurine 1000 mg/kgANALYTICAL CONSTITUENTS Protein 38%Crude oils and fats 23%Crude fibres 1%Crude ash 8%Moisture 27%",Nan,,https://www.tesco.com/groceries/en-GB/products/286543599
Tesco Tender Pate With Chicken 300G,(3),3.7,0.55,A complete pet food for adult dogs aged 1-7 years.,"Composition: Meat and Animal Derivatives (60% including 4% Chicken), Minerals, Oils & Fats, Various Sugars, Derivatives of Vegetable Origin.Additives:PreservativesNutritional Additives per Kg: Vitamin D3 140 IU, Zinc (Zinc Sulphate Monohydrate) 12 mg, Manganese (Manganese (II) Oxide) 1 mg, Copper (Copper (II) Sulphate Pentahydrate) 0.5 mg, Iodine (Calcium Iodate Anhydrous) 0.3 mg.Analytical Constituents:Protein 9.0%Crude fibre 0.5%Fat content 5.0%Inorganic matter 2.0%Moisture 82.0%Calcium 0.3%Omega 6 0.08%Calories 88 per 100g",Nan,,https://www.tesco.com/groceries/en-GB/products/291117688
Wagg Low Fat Dog Treats 125G,(1),5,1.00,The next best thing to a belly rub for the dog you love.,"Wheat, Chicken Meal, Glycerine, Minerals, Rice Flour (4%), Turkey Meal (4%), Gelatine, Whey Powder, Vegetable Oil",Nan,"Moisture20%Protein20%Fat Content4%Crude Fibre1.1%Crude Ash7.5%Vitamin A10,000 iuVitamin D31,000 iuVitamin E60 mgL-carnitine3,000 mgZinc (Zinc Sulphate Monohydrate)75 mgManganese (Manganous Sulphate Monohydrate)15 mgCopper (Copper Sulphate Pentahydrate)5 mgIodine (Calcium Iodate Anhydrous)1 mgSelenium (",https://www.tesco.com/groceries/en-GB/products/265390488
Pedigree Tasty Minis Cheesy Dog Treats 140G,(191),4.6,1.00,Complementary pet food for adult dogs.,"Cereals, Derivatives of Vegetable Origin, Various Sugars, Vegetable Protein Extracts, Minerals, Milk and Milk Derivatives (including Dried Cheese Powder 2.1%, equivalent to Cheese 4%), Meat and Animal Derivatives (including Dried Beef Liver Powder 2.4%, equivalent to Beef 4%), Seeds",Nan,Protein:15.3Fat content:3.6Inorganic matter:4.6Crude fibre:0.73Calcium:0.58Omega 3 fatty acids:400 mg/kgEnergy:335 kcal/100 gVitamin A: 3531 IUVitamin E:35.3 ,https://www.tesco.com/groceries/en-GB/products/284775707
Tesco Gravy Bites Treats For Dogs 400G,(6),3.8,1.00,Gravy bites biscuit treats.,"Composition: Cereals, Meat and Animal Derivatives, Oils and Fats, Derivatives of Vegetable Origin, Vegetables, Minerals, Various Sugars.Additives:Nutritional Additives per Kg: Vitamin A 5000IU, Vitamin D3 500IU, Vitamin E 30mg, Zinc (Zinc Sulphate Monohydrate) 20mg, Iron (Iron (II) Sulphate Monohydrate) 20mg, Copper (Copper (II) Sulphate Pentahydrate) 5mg, Manganese (Manganese (II) Oxide) 3mg, Iodine (Calcium Iodate Anhydrous) 0.5mg, Selenium (Sodium Selenite) 0.05mg.Analytical Constituents: Protein 12%, Crude Fibre 2%, Fat Content 9%, Inorganic Matter 4.5%Calories: 355 kcal per 100g",Nan,,https://www.tesco.com/groceries/en-GB/products/260316252
Cesar With Chicken & Turkey 150G,(1),5,0.65,"Cesar Classics is a range of timeless and authentic recipes, lovingly created over 25 years. This wet dog food consists of delicious tender loaves that will turn your dog's mealtimes into joyful moments for your dog….and for you. And because all Cesar dog food tray recipes are healthy and 100% complete, your dog can enjoy them as often as you like.","Meat and Animal Derivatives (60%, including 4% Chicken, 4% Turkey), Cereals, Minerals, Derivatives of Vegetable Origin, Vegetable Protein Extracts",Nan,Protein:10Fat content:5Inorganic matter:2Crude fibres:0.4Moisture:81Vitamin D3:150 IUCalcium iodate anhydrous:0.39 mgCupric sulphate pentahydrate:4.1 mgFerrous sulphate monohydrate:10 mgManganous sulphate monohydrate:5.6 mgZinc sulphate monohydrate:44.5 mgCassia,https://www.tesco.com/groceries/en-GB/products/257432665
Tesco 4 Sausages Treats With Beef & Game 70G,(9),4.7,Nan,A complementary pet food for dogs,"COMPOSITIONMeat And Animal Derivatives (95%, including 24% Beef and 19% Game), Derivatives of Vegetable Origin, MineralsADDITIVES: Preservatives, NUTRITIONAL ADDITIVES PER Kg: Vitamin A 5000IU Vitamin D3 500 IU, Vitamin E 50mgANALYTICAL CONSTITUENTS (%): Moisture: 30, Crude Protein: 34, Fat content: 24, Inorganic matter: 8, Crude Fibres: 2      ",Nan,,https://www.tesco.com/groceries/en-GB/products/260278411
Tesco Meaty Rolls Treats 500G,(1),5,1.00,A complementary pet food for dogs.,"COMPOSITION: Cereals, Meat and Animal Derivatives (Beef  Meal 4%), Oils and Fats, Minerals (Calcium Carbonate 6%), Various Sugars, Derivatives of Vegetable Origin.ADDITIVES:Nutritional Additives per Kg: Vitamin A 5000IU, Vitamin D3 500IU, Vitamin E 30mg, Zinc (Zinc Sulphate Monohydrate) 20mg, Iron (Iron (II) Sulphate Monohydrate) 20mg, Copper (Copper (II) Sulphate Pentahydrate) 5mg, Manganese (Manganese (II) Oxide) 3mg, Iodine (Calcium Iodate Anhydrous) 0.5mg, Selenium (Sodium Selenite) 0.05mg. ANALYTICAL CONSTITUENTS: Protein 14%, Crude Fibre 2%, Fat Content 10%, Inorganic Matter 12.5%, Calcium 3%Calories 332 per 100g",Nan,Crude protein14,https://www.tesco.com/groceries/en-GB/products/261252457
Catsan Cat Litter 20 Litres,(6),4.2,12.00,"Catsan Hygiene Cat Litter is a high performance non-clumping cat litter that absorbs moisture quickly and effectively before odours can develop. Cat litter granules act like a sponge as it locks liquids in, ensuring a dry and hygienic litter tray for your cat. Catsan Hygiene's extra mineral protection offers an especially reliable and long-lasting odour prevention, making this quality cat litter very popular with cats and cat owners alike. Catsan Hygiene is made from 100% natural raw materials (quartz and lime stone) giving it the hygienic white colour without any bleach. Catsan cat litter does not contain any artificial additives and is free from all dangerous fibres and other unsuitable substances, making it suitable for adult cats and kittens. Catsan Hygiene cat litter in a 20L Pack.",Store in a dry place.,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/260814123
Felix Cat Food Mixed Selection In Jelly 40X100g,(62),4.8,9.49,"To find out more about Felix, play games, join promotions and much more, go to: www.catslikefelix.co.uk","Keep pet food in a cool and dry place.Best before date, registration and batch number: see coding on back or base of the pouch.",Nan,Moisture:83%Protein:8.5%Fat content:3.0%Crude ash:2.5%Crude fibres:0.05%Linoleic acid (omega 6 FA):0.6%Nutritional additives:IU/kg:Vit. A:570Vit. D3:85Vit. E:13-mg/kg:Ferrous sulphate monohydrate:20Calcium iodate anhydrous:0.25Cupric sulphate pentahydrate:2.3Manganous sulphate ,https://www.tesco.com/groceries/en-GB/products/296143752
Gourmet Perle Ocean Delicacies In Gravy 12X85g,(119),4.9,3.99,Complete pet food for adult cats.,"Keep pet food in a cool and dry place.Best before date, registration and batch number: see coding on side of pack.",Nan,Moisture:80.0%Protein:13.0%Fat content:3.0%Crude ash:2.1%Crude fibres:0.05%Nutritional additives:IU/kg:Vit. A:680Vit. D3:105-mg/kg:Ferrous sulphate monohydrate:23.9Calcium iodate anhydrous:0.30Cupri,https://www.tesco.com/groceries/en-GB/products/260589803
Felix As Good As It Looks Cat Food Doubly Delicious Fish 12X100g,(55),4.9,3.49,Find Felix® at Facebook/CatsLikeFelix or catslikefelix.co.uk,"Please store unopened pouches in a cool dry place.Best before date, batch code and factory registration Nr.: see base or back of the individual pouches.",Nan,Moisture80%Protein13%Fat content3%Crude ash2.2%Crude fibres0.5%Linoleic acid (Omega 6 Fatty Acids):0.2%Nutritional additives:IU/kg:Vit A:725Vit D3:110Vit E:16-mg/kg:F,https://www.tesco.com/groceries/en-GB/products/272389941
