Name,Review_Count,Rating,Prices,Description,Ingredients,Cal,Nutrition,url
Twister Mini Ice Cream Lolly 8 X 50Ml,(94),4.8,1.90,Pineapple ice cream with strawberry-lemon fruit ice and lemon fruit ice with lemon lime flavour,"Contains Milk. Free from Irradiation and Meat. Not present Kosher, Ovo Lacto Vegetarian, Halal and Vegan. Yes Alcohol  ‎Ingredients:Water, reconstituted skimmed MILK (12%), sugar, glucose syrup, strawberry juice (4.7%)¹, lemon juice (4.5%)¹, fructose, pineapple juice (2%)¹, coconut oil, stabilisers (locust bean gum, guar gum, carrageenan), flavourings (contains MILK), skimmed MILK powder or concentrate, acidity regulator (citric acid), colours (chlorophylls, curcumin), emulsifier (mono- and diglycerides of fatty acids), elderberry juice concentrate, beetroot juice concentrate. ¹ from concentrate  Contains Milk. Free from Irradiation and Meat. Not present Kosher, Ovo Lacto Vegetarian, Halal and Vegan. Yes Alcohol",Nan,Energy (kJ)410 kJ320 kJ160 kJ2%Energy (kcal)98 kcal76 kcal38 kcal0%Fat (g)0.6 g<0.5 g<0.5 g1%of which saturates (g)0.5 g0.4 g0.2 g1%Carbohydrate (g)22 g17 g8.4 g3%of which sugars (g)17 g13 g6.5 g7%Protein (g)0.5 g<0.5 g<0.5 g1%Salt (g)0.02 g0.02 g<0.01 g1%*% of Reference i,https://www.tesco.com/groceries/en-GB/products/255162682
Tesco Raspberries 350G,(27),3.7,2.00,Whole raspberries.,INGREDIENTS: Raspberry.,Energy 200kJ / 48kcal ,Energy200kJ / 48kcal160kJ / 38kcalFat0.6g0.5gSaturates<0.1g<0.1gCarbohydrate7.6g6.1gSugars4.7g3.8gFibre3.9g3.1gProtein1.0g0.8gSalt<0.01g<0.01gVitami,https://www.tesco.com/groceries/en-GB/products/251622070
The Ice Co. Ice Cubes 2Kg,(8),3.5,1.00,Party Ice Cubes,Store in a ***freezer at -18°C or below. Do not refreeze once thawed.,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/258961797
Tesco Mashed Potato 900G,(68),4.8,1.25,Mashed potato seasoned with salt and white pepper.,"INGREDIENTS: Potato, Water, Concentrated Butter (Milk), Dried Whole Milk, Salt, White Pepper, Stabiliser (Disodium Diphosphate).",Energy 472kJ / 113kcal ,Energy472kJ / 113kcal661kJ / 158kcalFat3.9g5.5gSaturates2.6g3.6gCarbohydrate16.1g22.5gSugars0.5g0.7gFibre1.9g2.7gProtein2.3g3.2gSalt0.4g0.6g* Reference intake of an average adult (8400 kJ / 2000 kcal)--** When co,https://www.tesco.com/groceries/en-GB/products/292797630
Tesco 4 Southern Fried Chicken Steaks 380G,(9),4,1.65,Chopped and shaped chicken breast in a southern fried breadcrumb coating.,"INGREDIENTS: Chicken Breast (58%), Wheat Flour [Wheat Flour, Calcium Carbonate, Iron, Niacin, Thiamin], Water, Rapeseed Oil, Wheat Protein, Wheat Starch, Salt, Black Pepper, Dextrose, Onion Powder, Fennel, Garlic Powder, Yeast Extract, Sunflower Oil, Yeast, White Pepper, Black Pepper Extract, Garlic Extract, Nutmeg Extract, Onion Oil.",Energy 899kJ / 215kcal ,Energy899kJ / 215kcal773kJ / 185kcalFat12.1g10.4gSaturates1.8g1.6gCarbohydrate12.1g10.4gSugars0.6g0.5gFibre0.2g0.2gProtein14.4g12.4gSalt0.9g0.8g* Reference intake of an average adult (8400 kJ / 2000 kcal)--When cooke,https://www.tesco.com/groceries/en-GB/products/297683145
Tesco Diced Onions 500G,(43),3.8,1.00,Diced white onion.,"Important: If food has thawed, do not refreeze. Keep frozen at -18C or cooler. 
",Energy 171kJ / 41kcal ,Energy171kJ / 41kcal137kJ / 32kcalFat0.1g0.1gSaturates0g0gCarbohydrate7.8g6.2gSugars6.1g4.9gFibre2.2g1.8gPr,https://www.tesco.com/groceries/en-GB/products/263352376
Tesco Homestyle Straight Cut Oven Chips 950G,(43),4.4,1.35,Potato chips coated in batter.,"INGREDIENTS: Potato, Sunflower Oil, Rice Flour, Maize Flour, Modified Potato Starch, Salt, Maize Starch, Turmeric Extract, Paprika Extract.",Energy 733kJ / 174kcal ,Energy733kJ / 174kcal763kJ / 181kcalFat4.1g4.3gSaturates0.5g0.6gCarbohydrate30.9g32.2gSugars0.7g0.7gFibre2.5g2.6gProtein2.1g2.2gSalt0.4g0.5g* Reference intake of an average adult (8400 kJ / 2000 kcal)--When cooke,https://www.tesco.com/groceries/en-GB/products/285679405
Tesco Stonebaked Thin Sweet Chilli Chicken Pizza 330G Price Marked,(26),3.5,1.40,"A stonebaked pizza base topped with sweet chilli sauce, mozzarella full fat soft cheese, cooked and roasted chicken breast, red and yellow peppers, red onions and garlic shoots.","Wheat Flour, Mozzarella Full Fat Soft Cheese (Milk) (12%), Chicken Breast (9%), Water, Marinated Pepper [Red Pepper, Water, Spirit Vinegar, Sugar, Salt], Red & Yellow Peppers, Sugar, Red Onion, Rapeseed Oil, Garlic Shoots, Spirit Vinegar, Dextrose, Yeast, Garlic, Salt, Spices, Wheat Starch, Potato Starch, Rice Starch, Malted Wheat Flour, Sourdough Culture (Wheat). ",Energy 944kJ / 224kcal ,Energy944kJ / 224kcal1463kJ / 347kcalFat5.7g8.9gSaturates2.2g3.4gCarbohydrate30.2g46.8gSugars5.9g9.1gFibre2.2g3.5gProtein11.8g18.3gSalt0.6g1.0g* Reference intake of an average,https://www.tesco.com/groceries/en-GB/products/285363773
Tesco Stonebaked Ham & Pineapple Pizza 375G,(10),4,1.40,"A stonebaked pizza base topped with a tomato sauce, sweet tomato sauce, pineapple, formed ham, Edam medium fat hard cheese and mozzarella full fat soft cheese.","Wheat Flour, Tomato Purée, Formed Ham (10%) [Pork, Salt, Dextrose, Sugar, Antioxidants (Sodium Ascorbate, Extracts of Rosemary), Preservative (Sodium Nitrite)], Pineapple (10%), Edam Medium Fat Hard Cheese (Milk) (7%), Mozzarella Full Fat Soft Cheese (Milk) (7%), Water, Rapeseed Oil, Yeast, Dextrose, Salt, Sugar, Concentrated Pineapple Juice, Coconut, Spirit Vinegar, Dried Garlic, Dried Herbs, Wheat Starch, Potato Starch, White Pepper. ",Energy 919kJ / 219kcal ,Energy919kJ / 219kcal1618kJ / 385kcalFat6.7g11.7gSaturates2.8g4.8gCarbohydrate26.6g46.8gSugars4.1g7.3gFibre3.2g5.6gProtein11.5g20.2gSalt0.9g1.6g* Reference intake of an average adult (8400 kJ / 2000 kcal)--** When co,https://www.tesco.com/groceries/en-GB/products/296457692
Tesco Omega Fish Fingers 300G,(11),4.8,1.20,Alaska pollock (Theragra chalcogramma) fillets coated in breadcrumbs.,"INGREDIENTS: Alaska Pollock (Fish) (64%), Wheat Flour [Wheat Flour, Calcium Carbonate, Iron, Niacin, Thiamin], Sunflower Oil, Potato Starch, Salt, Wheat Starch, Yeast, Colours (Capsanthin, Curcumin), Turmeric.",Energy 788kJ / 188kcal ,Energy788kJ / 188kcal709kJ / 169kcalFat8.0g7.2gSaturates0.9g0.8gCarbohydrate15.9g14.3gSugars0.8g0.7gFibre1.1g1.0gProtein12.6g11.3gSalt0.7g0.6g* R,https://www.tesco.com/groceries/en-GB/products/259764998
Tesco Steak Oven Cut Chips 1.5Kg,(37),3,1.50,Steak cut potato chips.,"INGREDIENTS: Potato (95%), Sunflower Oil, Dextrose.",Energy 754kJ / 179kcal ,Energy754kJ / 179kcal1041kJ / 247kcalFat4.6g6.3gSaturates0.5g0.7gCarbohydrate29.3g40.4gSugars0.7g0.9gFibre3.2g4.5gProtein3.7g5.1gSalt0.1g0.2g* Reference intake of an average adult (8400 kJ / 2000 kcal)--** When oven cooked a,https://www.tesco.com/groceries/en-GB/products/289723422
Tesco Hash Browns 750G,(52),3.7,1.20,"Shredded potato with diced onion, lightly seasoned and pre-fried in sunflower oil.","INGREDIENTS: Potato (87%), Sunflower Oil, Onion (3%), Dried Potato, Salt, White Pepper, Dextrose.",Energy 737kJ / 176kcal ,Energy737kJ / 176kcal1042kJ / 249kcalFat7.9g11.2gSaturates0.8g1.1gCarbohydrate22.4g31.7gSugars0.3g0.4gFibre2.2g3.1gProtein2.7g3.8gSalt0.4g0.6g* Reference intake of an average adult (8400 kJ / 2000 kcal)--** When oven cooked ,https://www.tesco.com/groceries/en-GB/products/282059931
Tesco Crinkle Cut Oven Chips 1.5Kg,(28),3.1,1.50,Crinkle cut potato chips.,"INGREDIENTS: Potato (96%), Sunflower Oil, Dextrose.",Energy 683kJ / 162kcal ,Energy683kJ / 162kcal820kJ / 195kcalFat4.3g5.2gSaturates1.0g1.2gCarbohydrate26.7g32.0gSugars0.4g0.5gFibre2.8g3.4gProtein2.8g3.4gSalt0.1g0.1g* Reference intake of an average adult (8400 kJ / 2000 kcal)--** When cooked acc,https://www.tesco.com/groceries/en-GB/products/282052662
Tesco 30 Breaded Chicken Breast Nuggets 450G,(4),4,1.50,Chopped and shaped chicken breast in a breadcrumb coating.,"INGREDIENTS: Chicken Breast (60%), Wheat Flour [Wheat Flour, Calcium Carbonate, Iron, Niacin, Thiamin], Water, Rapeseed Oil, Wheat Starch, Salt, Yeast, Yeast Extract, Dextrose, Sugar, Garlic Powder, Onion Powder, Paprika, Sage, White Pepper.",Energy 1114kJ / 267kcal ,Energy1114kJ / 267kcal735kJ / 176kcalFat14.6g9.6gSaturates2.5g1.6gCarbohydrate19.1g12.6gSugars1.3g0.9gFibre1.6g1.1gProtein13.9g9.2gSalt0.7g0.4g* Reference intake of an average adult (8400 kJ / 2000 kcal)--When cooke,https://www.tesco.com/groceries/en-GB/products/271023178
Tesco Rocket Lollies 8 Pack 464Ml,(7),4.9,1.00,"Pineapple, orange and strawberry flavoured ice lollies.","INGREDIENTS: Water, Fruit Juice from Concentrate (24%) (Pineapple, Orange, Strawberry), Sugar, Dextrose, Glucose Syrup, Acids (Citric Acid, Ascorbic Acid), Stabiliser (Guar Gum), Flavourings, Colours (Beetroot Red, Curcumin), Acidity Regulator (Trisodium Citrate).",Energy 278kJ / 66kcal ,Energy278kJ / 66kcal167kJ / 39kcalFat0.2g0.1gSaturates0.1g<0.1gCarbohydrate15.2g9.1gSugars14.2g8.5gFibre0.6g0.4,https://www.tesco.com/groceries/en-GB/products/291632204
Tesco 10 Garlic Bread Slices 260G,(22),4.2,1.00,Part baked white bread slices with garlic and parsley topping.,"INGREDIENTS LIST:Wheat Flour (Wheat Flour, Calcium Carbonate, Iron, Niacin, Thiamin), Garlic And Parsley Topping (30%), Water, Yeast, Salt, Flour Treatment Agent (Ascorbic Acid).Garlic and Parsley Topping contains: Margarine, Butter (Milk), Garlic Purée, Parsley, Salt.   Margarine contains: Rapeseed Oil, Palm Oil, Water, Emulsifier (Mono- and Di-Glycerides of Fatty Acids), Flavouring, Colour (Carotenes).",Energy 1754kJ / 420kcal ,Energy1754kJ / 420kcal456kJ / 109kcalFat22.9g6.0gSaturates9.5g2.5gCarbohydrate44.1g11.5gSugars2.2g0.6gFibre2.4g0.6gProtein8.1g2.1gSalt0.9g0.2g* Refer,https://www.tesco.com/groceries/en-GB/products/253803694
Tesco French Fries 1.5Kg,(34),3.9,1.50,Potato chips pre-fried and coated in seasoned batter.,"INGREDIENTS: Potato (92%), Sunflower Oil, Rice Flour, Potato Starch, Dextrin, Salt, Turmeric Powder, Dextrose.",Energy 1050kJ / 250kcal ,Energy1050kJ / 250kcal1092kJ / 259kcalFat6.7g7.0gSaturates0.7g0.7gCarbohydrate41.2g42.8gSugars0.3g0.3gFibre3.8g4.0gProtein4.2g4.4gSalt0.5g0.5g* Reference intake of an average adult (8400 kJ / 2000 kcal)--** When cooked ac,https://www.tesco.com/groceries/en-GB/products/299598151
Tesco Fruity Helter Skelters (5 X 70Ml) 350Ml,(23),2.3,1.00,Fruit flavoured ice lollies made with fruit juices from concentrate.,"INGREDIENTS: Water, Fruit Juices from Concentrate (Orange, Pineapple, Blackcurrant), Sugar, Glucose Syrup, Strawberry Purée, Stabiliser (Guar Gum), Citric Acid, Flavourings, Colours (Beetroot Red, Anthocyanins, Carotenes).",Energy 289kJ / 68kcal ,Energy289kJ / 68kcal208kJ / 49kcalFat0.3g0.2gSaturates0.1g<0.1gCarbohydrate15.9g11.4gSugars13.8g9.9gFibre0.6g0.4,https://www.tesco.com/groceries/en-GB/products/281510807
Tesco 8 Milk Chocolate Ices 560Ml Price Marked,(14),3.1,1.00,"Vanilla flavour ice cream, covered in a milk chocolate flavour coating","INGREDIENTS LIST:Partially Reconstituted Skimmed Milk Concentrate, Milk Chocolate Flavour Coating (27%), Glucose Syrup, Coconut Oil, Sugar, Emulsifiers (Mono- and Di-Glycerides of Fatty Acids, Propane-1, 2-diol Esters of Fatty Acids), Flavouring, Stabilisers (Guar Gum, Carob Gum), Colour (Carotenes).Milk Chocolate Flavour Coating contains: Coconut Oil, Sugar, Whey Powder (Milk), Fat Reduced Cocoa Powder, Emulsifier (Soya Lecithins).",Energy 1140kJ / 273kcal ,Energy1140kJ / 273kcal479kJ / 115kcalFat17.4g7.3gSaturates14.5g6.1gCarbohydrate25.9g10.9gSugars19.9g8.4gFi,https://www.tesco.com/groceries/en-GB/products/268040017
Tesco Petits Pois 1Kg,(24),4,1.30,Petit pois.,"Important: If food has thawed, do not refreeze. Keep frozen at -18C or cooler. 
",Energy 374kJ / 89kcal ,Energy374kJ / 89kcal299kJ / 71kcalFat1.6g1.3gSaturates0.3g0.2gCarbohydrate9.2g7.4gSugars1.1g0.9gFibre5.6g4.5gProtein6.7g5.4gSalt<0.01g<0.01gVitamin C16mg (20%NRV)13mg (16%NRV)* ,https://www.tesco.com/groceries/en-GB/products/250172608
Tesco Broccoli Florets 900G,(29),3.8,0.53,Broccoli florets. Deep frozen product,INGREDIENTS: Broccoli.,Energy 143kJ / 34kcal ,Energy143kJ / 34kcal114kJ / 27kcalFat0.5g0.4gSaturates0.1g<0.1gCarbohydrate2.7g2.2gSugars1.6g1.3gFibre2.8g2.2gProtein3.3g2.6gSalt0.1g0.1g* ,https://www.tesco.com/groceries/en-GB/products/282485161
Tesco Real Fruit Splits 6 X 73Ml,(11),4.1,1.00,"Strawberry, pineapple and blackcurrant flavoured ice lollies made with fruit juice from concentrate and added vitamin C, with a vanilla flavoured dairy ice cream centre.","Keep Frozen at -18°C or cooler.    Important: If food has thawed, do not refreeze.
    ",Energy 452kJ / 107kcal ,Energy452kJ / 107kcal289kJ / 69kcalFat2.3g1.5gSaturates1.6g1.0gCarbohydrate20.1g12.9gSugars16.4g10.5gFibre0.6g0.4gProtein1.2g0.8gSalt0.1g0,https://www.tesco.com/groceries/en-GB/products/272357622
Tesco 4 Toffee & Vanilla Cones 440Ml Price Marked,(8),4,1.00,"Toffee and vanilla flavour ice creams in a wafer cone coated with chocolate flavoured coating, rippled and topped with toffee sauce, finished with toffee pieces.","Partially Reconstituted Skimmed Milk Concentrate, Toffee Sauce (16%), Sugar, Wheat Flour, Coconut Oil, Glucose Syrup, Toffee Pieces (2.5%), Sunflower Oil, Fat Reduced Cocoa Powder, Emulsifiers (Soya Lecithins, Mono- and Di-Glycerides of Fatty Acids), Whey Powder (Milk), Flavourings, Caramelised Sugar Syrup, Stabilisers (Carob Gum, Guar Gum), Salt.Toffee Sauce contains: Sugar, Butter (Milk), Glucose Syrup, Water, Skimmed Milk, Invert Sugar Syrup, Muscovado Sugar, Cornflour, Emulsifier (Mono- and Di-Glycerides of Fatty Acids), Caramelised Sugar Syrup, Gelling Agent (Pectin), Cane Molasses.Toffee Pieces contain: Sugar, Vegetable Oils (Palm Oil, Palm, Shea Kernel Oil), Glucose Syrup, Skimmed Milk, Water, Cornflour, Stabiliser (Powdered Cellulose), Salt.",Energy 1223kJ / 292kcal ,Energy1223kJ / 292kcal903kJ / 215kcalFat12.9g9.5gSaturates10.6g7.8gCarbohydrate40.1g29.6gSugars23.6g17.4gFibre1.0g0.7,https://www.tesco.com/groceries/en-GB/products/276781907
Tesco 12 Potato Waffles 680G,(19),3.5,1.20,Lattice formed mashed potato fried in sunflower oil.,"Potato (86%), Sunflower Oil, Dried Potato, Potato Starch, Salt, Dextrose, Stabilisers (Disodium Diphosphate, Hydroxypropyl Methyl Cellulose), White Pepper, Turmeric.",Energy 820kJ / 196kcal ,Energy820kJ / 196kcal369kJ / 88kcalFat9.9g4.5gSaturates1.2g0.5gCarbohydrate23.0g10.4gSugars0.6g0.3gFibre3.0g1.4gProtein2.3g1.0gSalt0.4g0.2g* Reference intake of an average adult (8400 kJ / 2000 kcal)--When oven cooked according,https://www.tesco.com/groceries/en-GB/products/263565176
Tesco Rainbow Ice Cream Cones 4X110ml,(23),4.3,1.00,"Candyfloss flavour ice cream in a wafer cone coated with chocolate flavour coating, rippled and topped with strawberry flavoured sauce and coloured sugar pieces.","INGREDIENTS: Partially Reconstituted Skimmed Milk Concentrate, Sugar, Wheat Flour, Glucose Syrup, Strawberry Sauce (8%) [Sugar, Strawberry Purée, Glucose Syrup, Water, Cornflour, Flavouring, Colours (Anthocyanins, Curcumin), Acidity Regulator (Citric Acid)], Coconut Oil, Sunflower Oil, Whey Powder (Milk), Fat Reduced Cocoa Powder, Colours (Anthocyanins, Beetroot Red, Carotenes), Emulsifiers (Mono- and Di-Glycerides of Fatty Acids, Soya Lecithins, Sunflower Lecithins), Fruit And Vegetable Concentrates (Radish Concentrate, Lemon Concentrate, Blackcurrant Concentrate, Apple Concentrate), Flavourings, Shea Kernel Oil, Stabilisers (Locust Bean Gum, Guar Gum), Palm Oil, Salt, Spirulina Concentrate, Beetroot Juice.",Energy 1051kJ / 250kcal ,Energy1051kJ / 250kcal736kJ / 175kcalFat9.5g6.7gSaturates7.6g5.3gCarbohydrate37.8g26.5gSugars22.8g16.0gFibre0.6g0.4,https://www.tesco.com/groceries/en-GB/products/302872818
Tesco Chocolate & Caramel Ice Cream Sticks 3X110ml,(41),3.8,1.00,"Caramel flavoured ice cream lollies, coated in milk chocolate with honeycomb pieces.","INGREDIENTS: Partially Reconstituted Skimmed Milk Concentrate, Milk Chocolate (31%) (Sugar, Cocoa Butter, Butter Oil (Milk), Whey Powder (Milk), Cocoa Mass, Dried Skimmed Milk, Lactose (Milk), Emulsifiers (Soya Lecithins, Polyglycerol Polyricinoleate)), Glucose Syrup, Coconut Oil, Sugar, Palm Stearin, Honeycomb Pieces (1.5%) (Sugar, Cocoa Butter, Rice Starch, Sea Salt, Raising Agent (Sodium Bicarbonate)), Palm Oil, Whey Powder (Milk), Palm Kernel Oil, Caramelised Sugar Syrup, Emulsifier (Mono- and Di-Glycerides of Fatty Acids), Stabilisers (Locust Bean Gum, Guar Gum), Flavouring.",Energy 1271kJ / 305kcal ,Energy1271kJ / 305kcal1003kJ / 240kcalFat18.8g14.8gSaturates13.4g10.6gCarbohydrate30.5g24.1gSugars25.6g20.2gFibre0.6g0.,https://www.tesco.com/groceries/en-GB/products/303068272
Hearty Food Co. 15 Yorkshire Puddings 230G,(19),4.1,0.50,Ready baked Yorkshire puddings.,"INGREDIENTS: Wheat Flour [Wheat Flour, Calcium Carbonate, Iron, Niacin, Thiamin], Egg White, Water, Egg, Rapeseed Oil, Dried Skimmed Milk, Salt.",Energy 920kJ / 218kcal ,Energy920kJ / 218kcal138kJ / 33kcalFat4.8g0.7gSaturates0.5g<0.1gCarbohydrate33.5g5.0gSugars1.0g0.2gFibre2.7g0.4gProtein8.9g1.3gSalt0.5g0.1g* ,https://www.tesco.com/groceries/en-GB/products/299539003
Hearty Food Co 10 Fish Fingers 250G,(42),2.8,0.69,"10 Skinless and boneless fish fingers made from cod mince (Gadus morhua), coated in breadcrumb.","Cod (Fish) (64%), Wheat Flour, Rapeseed Oil, Water, Dextrose (Potato), Potato Starch, Salt, Paprika, Turmeric, Yeast.",Energy 969kJ / 231kcal ,Energy969kJ / 231kcal679kJ / 162kcalFat10.9g7.6gSaturates0.9g0.6gCarbohydrate18.1g12.7gSugars0.7g0.5gFibre1.4g1.0gProtein14.5g10.2gSalt0.6g0.4g* Refer,https://www.tesco.com/groceries/en-GB/products/299598250
Grower's Harvest Sweetcorn 907G,(80),1.2,0.77,Sweetcorn kernels.,"Important: If food has thawed, do not refreeze. Keep frozen at -18C or cooler. 
",Energy 324kJ / 77kcal ,Energy324kJ / 77kcal259kJ / 62kcalFat1.9g1.5gSaturates0.2g0.2gCarbohydrate8.9g7.1gSugars2.5g2.0gFibre5.1g4.1gProtein3.6g2.9gSalt<0.01g<0.01g* ,https://www.tesco.com/groceries/en-GB/products/299539429
